instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
16604,29/11/12,winter,1,11,14,0,4,1,1,0.36,0.3485,0.43,0.2239,13,174,187
16605,29/11/12,winter,1,11,15,0,4,1,1,0.36,0.3333,0.43,0.2836,19,201,220
16606,29/11/12,winter,1,11,16,0,4,1,1,0.36,0.3485,0.4,0.2239,24,346,370
16607,29/11/12,winter,1,11,17,0,4,1,1,0.34,0.3333,0.39,0.194,17,544,561
16608,29/11/12,winter,1,11,18,0,4,1,1,0.32,0.3182,0.49,0.1642,17,520,537
16609,29/11/12,winter,1,11,19,0,4,1,1,0.3,0.2879,0.52,0.194,18,326,344
16610,29/11/12,winter,1,11,20,0,4,1,1,0.3,0.303,0.52,0.1642,11,241,252
16611,29/11/12,winter,1,11,21,0,4,1,1,0.26,0.2727,0.65,0.1343,7,201,208
16612,29/11/12,winter,1,11,22,0,4,1,1,0.26,0.2879,0.7,0.0896,4,147,151
16613,29/11/12,winter,1,11,23,0,4,1,1,0.28,0.3182,0.61,0,6,124,130
16614,30/11/12,winter,1,11,0,0,5,1,1,0.26,0.2576,0.7,0.1642,4,48,52
16615,30/11/12,winter,1,11,1,0,5,1,1,0.24,0.2576,0.7,0.0896,2,17,19
16616,30/11/12,winter,1,11,2,0,5,1,1,0.24,0.2879,0.75,0,2,10,12
16617,30/11/12,winter,1,11,3,0,5,1,1,0.24,0.2879,0.75,0,0,4,4
16618,30/11/12,winter,1,11,4,0,5,1,1,0.22,0.2727,0.75,0,0,3,3
16619,30/11/12,winter,1,11,5,0,5,1,1,0.2,0.2576,0.8,0,1,39,40
16620,30/11/12,winter,1,11,6,0,5,1,1,0.2,0.2576,0.86,0,2,104,106
16621,30/11/12,winter,1,11,7,0,5,1,1,0.22,0.2727,0.8,0,6,346,352
16622,30/11/12,winter,1,11,8,0,5,1,2,0.22,0.2576,0.8,0.0896,20,709,729
16623,30/11/12,winter,1,11,9,0,5,1,1,0.24,0.2576,0.75,0.0896,17,313,330
16624,30/11/12,winter,1,11,10,0,5,1,2,0.3,0.3333,0.65,0,10,159,169
16625,30/11/12,winter,1,11,11,0,5,1,2,0.34,0.3485,0.53,0.0896,31,170,201
16626,30/11/12,winter,1,11,12,0,5,1,2,0.38,0.3939,0.46,0,25,243,268
16627,30/11/12,winter,1,11,13,0,5,1,2,0.4,0.4091,0.4,0.1642,21,241,262
16628,30/11/12,winter,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.1045,26,225,251
16629,30/11/12,winter,1,11,15,0,5,1,2,0.42,0.4242,0.38,0.1045,34,262,296
16630,30/11/12,winter,1,11,16,0,5,1,1,0.4,0.4091,0.43,0.1343,37,368,405
16631,30/11/12,winter,1,11,17,0,5,1,1,0.36,0.3485,0.5,0.194,31,551,582
16632,30/11/12,winter,1,11,18,0,5,1,2,0.34,0.3636,0.61,0,20,489,509
16633,30/11/12,winter,1,11,19,0,5,1,1,0.32,0.3485,0.66,0,18,359,377
16634,30/11/12,winter,1,11,20,0,5,1,1,0.32,0.3485,0.66,0,12,233,245
16635,30/11/12,winter,1,11,21,0,5,1,1,0.3,0.3182,0.75,0.0896,14,169,183
16636,30/11/12,winter,1,11,22,0,5,1,1,0.3,0.3333,0.75,0,18,145,163
16637,30/11/12,winter,1,11,23,0,5,1,2,0.3,0.3182,0.75,0.0896,11,99,110
16638,01/12/12,winter,1,12,0,0,6,0,1,0.26,0.303,0.81,0,9,99,108
16639,01/12/12,winter,1,12,1,0,6,0,1,0.26,0.303,0.81,0,5,64,69
16640,01/12/12,winter,1,12,2,0,6,0,2,0.26,0.303,0.81,0,3,47,50
16641,01/12/12,winter,1,12,3,0,6,0,2,0.26,0.2727,0.81,0.1343,1,14,15
16642,01/12/12,winter,1,12,4,0,6,0,1,0.26,0.2879,0.81,0.0896,0,5,5
16643,01/12/12,winter,1,12,5,0,6,0,1,0.24,0.2576,0.87,0.0896,1,12,13
16644,01/12/12,winter,1,12,6,0,6,0,1,0.24,0.2424,0.87,0.1343,7,20,27
16645,01/12/12,winter,1,12,7,0,6,0,2,0.24,0.2424,0.87,0.1343,7,56,63
16646,01/12/12,winter,1,12,8,0,6,0,2,0.24,0.2424,0.87,0.1343,11,133,144
16647,01/12/12,winter,1,12,9,0,6,0,2,0.26,0.2424,0.93,0.2537,34,159,193
16648,01/12/12,winter,1,12,10,0,6,0,2,0.28,0.2727,0.89,0.1642,45,211,256
16649,01/12/12,winter,1,12,11,0,6,0,2,0.32,0.3333,0.76,0.1045,74,318,392
16650,01/12/12,winter,1,12,12,0,6,0,2,0.32,0.3333,0.81,0.0896,119,327,446
16651,01/12/12,winter,1,12,13,0,6,0,2,0.34,0.3636,0.76,0,123,386,509
16652,01/12/12,winter,1,12,14,0,6,0,2,0.36,0.3788,0.71,0,110,369,479
16653,01/12/12,winter,1,12,15,0,6,0,2,0.4,0.4091,0.62,0,113,371,484
16654,01/12/12,winter,1,12,16,0,6,0,2,0.38,0.3939,0.66,0,89,354,443
16655,01/12/12,winter,1,12,17,0,6,0,2,0.34,0.3485,0.76,0.1045,50,270,320
16656,01/12/12,winter,1,12,18,0,6,0,2,0.34,0.3636,0.76,0,42,255,297
16657,01/12/12,winter,1,12,19,0,6,0,2,0.32,0.3485,0.81,0,30,219,249
16658,01/12/12,winter,1,12,20,0,6,0,1,0.32,0.3485,0.81,0,28,170,198
16659,01/12/12,winter,1,12,21,0,6,0,2,0.3,0.3333,0.87,0,23,135,158
16660,01/12/12,winter,1,12,22,0,6,0,2,0.3,0.3333,0.87,0,17,130,147
16661,01/12/12,winter,1,12,23,0,6,0,2,0.32,0.3485,0.81,0,10,116,126
16662,02/12/12,winter,1,12,0,0,0,0,2,0.3,0.3182,0.87,0.0896,9,108,117
16663,02/12/12,winter,1,12,1,0,0,0,2,0.3,0.3182,0.87,0.0896,10,84,94
16664,02/12/12,winter,1,12,2,0,0,0,2,0.3,0.3333,0.87,0,2,72,74
16665,02/12/12,winter,1,12,3,0,0,0,2,0.26,0.303,0.93,0,4,21,25
16666,02/12/12,winter,1,12,4,0,0,0,2,0.26,0.303,0.93,0,1,6,7
16667,02/12/12,winter,1,12,5,0,0,0,2,0.26,0.303,0.93,0,1,7,8
16668,02/12/12,winter,1,12,6,0,0,0,2,0.24,0.2424,0.93,0.1343,1,15,16
16669,02/12/12,winter,1,12,7,0,0,0,2,0.24,0.2424,0.93,0.1343,5,26,31
16670,02/12/12,winter,1,12,8,0,0,0,2,0.26,0.2879,0.93,0.0896,12,81,93
16671,02/12/12,winter,1,12,9,0,0,0,2,0.28,0.2727,0.93,0.1642,37,135,172
16672,02/12/12,winter,1,12,10,0,0,0,2,0.3,0.3333,0.87,0,63,230,293
16673,02/12/12,winter,1,12,11,0,0,0,2,0.32,0.3182,0.81,0.1642,81,274,355
16674,02/12/12,winter,1,12,12,0,0,0,2,0.34,0.3333,0.81,0.1642,111,409,520
16675,02/12/12,winter,1,12,13,0,0,0,1,0.4,0.4091,0.71,0.2239,84,347,431
16676,02/12/12,winter,1,12,14,0,0,0,1,0.44,0.4394,0.62,0.2537,142,331,473
16677,02/12/12,winter,1,12,15,0,0,0,1,0.44,0.4394,0.67,0.1343,106,311,417
16678,02/12/12,winter,1,12,16,0,0,0,2,0.44,0.4394,0.67,0.1045,85,358,443
16679,02/12/12,winter,1,12,17,0,0,0,3,0.4,0.4091,0.76,0.194,59,244,303
16680,02/12/12,winter,1,12,18,0,0,0,2,0.44,0.4394,0.72,0.1045,25,178,203
16681,02/12/12,winter,1,12,19,0,0,0,2,0.4,0.4091,0.82,0.194,16,158,174
16682,02/12/12,winter,1,12,20,0,0,0,2,0.42,0.4242,0.82,0.194,12,142,154
16683,02/12/12,winter,1,12,21,0,0,0,2,0.44,0.4394,0.77,0.2239,8,91,99
16684,02/12/12,winter,1,12,22,0,0,0,2,0.44,0.4394,0.77,0.194,11,85,96
16685,02/12/12,winter,1,12,23,0,0,0,2,0.42,0.4242,0.82,0.1343,7,44,51
16686,03/12/12,winter,1,12,0,0,1,1,2,0.42,0.4242,0.82,0.1642,3,18,21
16687,03/12/12,winter,1,12,1,0,1,1,1,0.4,0.4091,0.82,0.1343,2,11,13
16688,03/12/12,winter,1,12,2,0,1,1,1,0.42,0.4242,0.77,0.1642,1,9,10
16689,03/12/12,winter,1,12,3,0,1,1,1,0.38,0.3939,0.87,0,2,6,8
16690,03/12/12,winter,1,12,4,0,1,1,1,0.36,0.3788,0.93,0,1,4,5
16691,03/12/12,winter,1,12,5,0,1,1,1,0.34,0.3485,0.93,0.0896,0,38,38
16692,03/12/12,winter,1,12,6,0,1,1,1,0.36,0.3788,0.93,0,2,136,138
16693,03/12/12,winter,1,12,7,0,1,1,2,0.34,0.3636,0.93,0,9,387,396
16694,03/12/12,winter,1,12,8,0,1,1,1,0.36,0.3788,0.93,0,19,712,731
16695,03/12/12,winter,1,12,9,0,1,1,1,0.4,0.4091,0.87,0.0896,19,289,308
16696,03/12/12,winter,1,12,10,0,1,1,1,0.44,0.4394,0.77,0.1343,31,105,136
16697,03/12/12,winter,1,12,11,0,1,1,1,0.48,0.4697,0.77,0.1343,51,182,233
16698,03/12/12,winter,1,12,12,0,1,1,1,0.52,0.5,0.68,0.1642,40,228,268
16699,03/12/12,winter,1,12,13,0,1,1,1,0.58,0.5455,0.56,0.0896,81,240,321
16700,03/12/12,winter,1,12,14,0,1,1,1,0.6,0.6212,0.53,0,51,209,260
16701,03/12/12,winter,1,12,15,0,1,1,1,0.6,0.6212,0.56,0,58,210,268
16702,03/12/12,winter,1,12,16,0,1,1,1,0.6,0.6212,0.53,0.1343,45,397,442
16703,03/12/12,winter,1,12,17,0,1,1,1,0.52,0.5,0.63,0.1045,43,665,708
16704,03/12/12,winter,1,12,18,0,1,1,1,0.5,0.4848,0.68,0.0896,26,666,692
16705,03/12/12,winter,1,12,19,0,1,1,1,0.5,0.4848,0.68,0.0896,27,444,471
16706,03/12/12,winter,1,12,20,0,1,1,2,0.46,0.4545,0.77,0,16,284,300
16707,03/12/12,winter,1,12,21,0,1,1,1,0.44,0.4394,0.82,0.194,14,207,221
16708,03/12/12,winter,1,12,22,0,1,1,1,0.42,0.4242,0.82,0.1045,5,139,144
16709,03/12/12,winter,1,12,23,0,1,1,1,0.42,0.4242,0.82,0.1045,9,93,102
16710,04/12/12,winter,1,12,0,0,2,1,1,0.42,0.4242,0.88,0.1045,6,49,55
16711,04/12/12,winter,1,12,1,0,2,1,1,0.42,0.4242,0.82,0.1045,3,22,25
16712,04/12/12,winter,1,12,2,0,2,1,1,0.42,0.4242,0.88,0.0896,3,5,8
16713,04/12/12,winter,1,12,3,0,2,1,2,0.4,0.4091,0.87,0.1343,1,3,4
16714,04/12/12,winter,1,12,4,0,2,1,2,0.4,0.4091,0.87,0.1343,0,7,7
16715,04/12/12,winter,1,12,5,0,2,1,2,0.44,0.4394,0.88,0,1,45,46
16716,04/12/12,winter,1,12,6,0,2,1,2,0.36,0.3788,0.93,0,3,150,153
16717,04/12/12,winter,1,12,7,0,2,1,1,0.42,0.4242,0.88,0.1343,7,495,502
16718,04/12/12,winter,1,12,8,0,2,1,2,0.44,0.4394,0.88,0.1642,21,700,721
16719,04/12/12,winter,1,12,9,0,2,1,1,0.46,0.4545,0.82,0.1045,19,317,336
16720,04/12/12,winter,1,12,10,0,2,1,1,0.46,0.4545,0.82,0.194,26,130,156
16721,04/12/12,winter,1,12,11,0,2,1,1,0.48,0.4697,0.77,0.194,24,183,207
16722,04/12/12,winter,1,12,12,0,2,1,1,0.52,0.5,0.68,0.194,39,273,312
16723,04/12/12,winter,1,12,13,0,2,1,2,0.54,0.5152,0.64,0.1642,39,233,272
16724,04/12/12,winter,1,12,14,0,2,1,2,0.58,0.5455,0.56,0.2239,39,231,270
16725,04/12/12,winter,1,12,15,0,2,1,2,0.6,0.6212,0.49,0.2537,56,244,300
16726,04/12/12,winter,1,12,16,0,2,1,1,0.58,0.5455,0.49,0.2836,44,391,435
16727,04/12/12,winter,1,12,17,0,2,1,1,0.52,0.5,0.59,0.2239,43,700,743
16728,04/12/12,winter,1,12,18,0,2,1,1,0.5,0.4848,0.63,0.2239,38,693,731
16729,04/12/12,winter,1,12,19,0,2,1,1,0.48,0.4697,0.67,0.2239,46,414,460
16730,04/12/12,winter,1,12,20,0,2,1,2,0.5,0.4848,0.63,0.2239,34,272,306
16731,04/12/12,winter,1,12,21,0,2,1,2,0.5,0.4848,0.63,0.2537,28,252,280
16732,04/12/12,winter,1,12,22,0,2,1,2,0.5,0.4848,0.63,0.2985,26,155,181
16733,04/12/12,winter,1,12,23,0,2,1,1,0.48,0.4697,0.67,0.2537,5,91,96
16734,05/12/12,winter,1,12,0,0,3,1,1,0.5,0.4848,0.59,0.2836,6,31,37
16735,05/12/12,winter,1,12,1,0,3,1,1,0.52,0.5,0.55,0.3284,0,11,11
16736,05/12/12,winter,1,12,2,0,3,1,1,0.46,0.4545,0.67,0.1642,2,7,9
16737,05/12/12,winter,1,12,3,0,3,1,1,0.48,0.4697,0.67,0.1343,0,7,7
16738,05/12/12,winter,1,12,4,0,3,1,1,0.5,0.4848,0.63,0.4478,1,9,10
16739,05/12/12,winter,1,12,5,0,3,1,1,0.5,0.4848,0.59,0.2836,1,48,49
16740,05/12/12,winter,1,12,6,0,3,1,3,0.48,0.4697,0.55,0.3881,5,119,124
16741,05/12/12,winter,1,12,7,0,3,1,3,0.46,0.4545,0.59,0.2985,9,389,398
16742,05/12/12,winter,1,12,8,0,3,1,2,0.44,0.4394,0.58,0.2836,22,737,759
16743,05/12/12,winter,1,12,9,0,3,1,2,0.44,0.4394,0.51,0.2239,26,362,388
16744,05/12/12,winter,1,12,10,0,3,1,2,0.44,0.4394,0.47,0.3582,14,127,141
16745,05/12/12,winter,1,12,11,0,3,1,1,0.44,0.4394,0.44,0.2836,11,161,172
16746,05/12/12,winter,1,12,12,0,3,1,1,0.44,0.4394,0.41,0.2836,24,208,232
16747,05/12/12,winter,1,12,13,0,3,1,1,0.46,0.4545,0.41,0.2836,14,200,214
16748,05/12/12,winter,1,12,14,0,3,1,1,0.48,0.4697,0.33,0.4925,39,179,218
16749,05/12/12,winter,1,12,15,0,3,1,1,0.48,0.4697,0.33,0.2836,20,265,285
16750,05/12/12,winter,1,12,16,0,3,1,1,0.46,0.4545,0.33,0.2836,23,354,377
16751,05/12/12,winter,1,12,17,0,3,1,1,0.44,0.4394,0.35,0.2836,29,576,605
16752,05/12/12,winter,1,12,18,0,3,1,1,0.42,0.4242,0.35,0.4478,29,580,609
16753,05/12/12,winter,1,12,19,0,3,1,1,0.38,0.3939,0.43,0.3582,14,400,414
16754,05/12/12,winter,1,12,20,0,3,1,1,0.34,0.303,0.46,0.3881,19,274,293
16755,05/12/12,winter,1,12,21,0,3,1,1,0.34,0.303,0.46,0.4179,14,184,198
16756,05/12/12,winter,1,12,22,0,3,1,1,0.32,0.2879,0.45,0.3881,4,101,105
16757,05/12/12,winter,1,12,23,0,3,1,1,0.3,0.2727,0.49,0.3881,5,69,74
16758,06/12/12,winter,1,12,0,0,4,1,1,0.26,0.2424,0.48,0.2836,1,43,44
16759,06/12/12,winter,1,12,1,0,4,1,1,0.26,0.2424,0.48,0.2836,0,16,16
16760,06/12/12,winter,1,12,2,0,4,1,1,0.24,0.2121,0.52,0.2836,0,9,9
16761,06/12/12,winter,1,12,3,0,4,1,1,0.22,0.2273,0.55,0.194,0,2,2
16762,06/12/12,winter,1,12,4,0,4,1,1,0.22,0.2121,0.55,0.2985,1,8,9
16763,06/12/12,winter,1,12,5,0,4,1,1,0.22,0.2121,0.55,0.2836,0,32,32
16764,06/12/12,winter,1,12,6,0,4,1,1,0.22,0.2121,0.55,0.2985,2,122,124
16765,06/12/12,winter,1,12,7,0,4,1,1,0.22,0.2121,0.51,0.2985,8,381,389
16766,06/12/12,winter,1,12,8,0,4,1,1,0.22,0.2121,0.51,0.2985,13,646,659
16767,06/12/12,winter,1,12,9,0,4,1,1,0.24,0.2273,0.48,0.194,19,257,276
16768,06/12/12,winter,1,12,10,0,4,1,1,0.24,0.2273,0.52,0.194,23,122,145
16769,06/12/12,winter,1,12,11,0,4,1,1,0.26,0.2576,0.48,0.1642,16,162,178
16770,06/12/12,winter,1,12,12,0,4,1,1,0.28,0.3182,0.41,0,29,206,235
16771,06/12/12,winter,1,12,13,0,4,1,1,0.3,0.3333,0.39,0,33,212,245
16772,06/12/12,winter,1,12,14,0,4,1,1,0.3,0.3182,0.42,0.0896,37,175,212
16773,06/12/12,winter,1,12,15,0,4,1,1,0.32,0.3485,0.39,0,38,232,270
16774,06/12/12,winter,1,12,16,0,4,1,1,0.32,0.3485,0.42,0,39,292,331
16775,06/12/12,winter,1,12,17,0,4,1,1,0.3,0.3182,0.45,0.1045,31,586,617
16776,06/12/12,winter,1,12,18,0,4,1,1,0.28,0.2727,0.45,0.1642,23,542,565
16777,06/12/12,winter,1,12,19,0,4,1,1,0.26,0.2576,0.6,0.194,13,360,373
16778,06/12/12,winter,1,12,20,0,4,1,2,0.24,0.2576,0.6,0.1045,5,222,227
16779,06/12/12,winter,1,12,21,0,4,1,2,0.24,0.2424,0.6,0.1343,7,184,191
16780,06/12/12,winter,1,12,22,0,4,1,1,0.24,0.2424,0.65,0.1642,2,131,133
16781,06/12/12,winter,1,12,23,0,4,1,1,0.24,0.2424,0.65,0.1642,0,93,93
16782,07/12/12,winter,1,12,0,0,5,1,1,0.24,0.2576,0.7,0.1045,3,45,48
16783,07/12/12,winter,1,12,1,0,5,1,2,0.24,0.2273,0.7,0.194,2,26,28
16784,07/12/12,winter,1,12,2,0,5,1,2,0.26,0.2727,0.7,0.1343,0,11,11
16785,07/12/12,winter,1,12,3,0,5,1,2,0.26,0.2576,0.81,0.194,0,5,5
16786,07/12/12,winter,1,12,4,0,5,1,1,0.26,0.2727,0.75,0.1045,0,10,10
16787,07/12/12,winter,1,12,5,0,5,1,2,0.26,0.2727,0.81,0.1045,1,25,26
16788,07/12/12,winter,1,12,6,0,5,1,2,0.28,0.2727,0.75,0.1642,0,84,84
16789,07/12/12,winter,1,12,7,0,5,1,3,0.28,0.2727,0.81,0.1642,3,212,215
16790,07/12/12,winter,1,12,8,0,5,1,2,0.3,0.2879,0.75,0.194,11,430,441
16791,07/12/12,winter,1,12,9,0,5,1,2,0.3,0.303,0.81,0.1343,10,291,301
16792,07/12/12,winter,1,12,10,0,5,1,2,0.32,0.3182,0.76,0.1642,16,150,166
16793,07/12/12,winter,1,12,11,0,5,1,2,0.32,0.3182,0.76,0.194,20,183,203
16794,07/12/12,winter,1,12,12,0,5,1,2,0.34,0.3333,0.71,0.194,36,204,240
16795,07/12/12,winter,1,12,13,0,5,1,2,0.36,0.3485,0.66,0.1343,23,197,220
16796,07/12/12,winter,1,12,14,0,5,1,2,0.36,0.3485,0.71,0.1642,40,175,215
16797,07/12/12,winter,1,12,15,0,5,1,2,0.36,0.3485,0.71,0.1642,34,269,303
16798,07/12/12,winter,1,12,16,0,5,1,1,0.36,0.3485,0.76,0.1343,39,336,375
16799,07/12/12,winter,1,12,17,0,5,1,2,0.38,0.3939,0.66,0,29,539,568
16800,07/12/12,winter,1,12,18,0,5,1,2,0.38,0.3939,0.71,0.1045,25,473,498
16801,07/12/12,winter,1,12,19,0,5,1,2,0.38,0.3939,0.76,0,15,337,352
16802,07/12/12,winter,1,12,20,0,5,1,3,0.38,0.3939,0.76,0.1045,12,229,241
16803,07/12/12,winter,1,12,21,0,5,1,2,0.36,0.3636,0.93,0.1045,9,162,171
16804,07/12/12,winter,1,12,22,0,5,1,2,0.36,0.3636,0.93,0.0896,15,150,165
16805,07/12/12,winter,1,12,23,0,5,1,2,0.36,0.3636,0.93,0.0896,6,116,122
16806,08/12/12,winter,1,12,0,0,6,0,2,0.36,0.3636,0.93,0.0896,5,98,103
16807,08/12/12,winter,1,12,1,0,6,0,2,0.36,0.3485,0.93,0.1343,16,84,100
16808,08/12/12,winter,1,12,2,0,6,0,2,0.36,0.3485,0.93,0.1343,3,67,70
16809,08/12/12,winter,1,12,3,0,6,0,2,0.36,0.3636,0.93,0.1045,6,23,29
16810,08/12/12,winter,1,12,4,0,6,0,2,0.36,0.3788,0.93,0,3,9,12
16811,08/12/12,winter,1,12,5,0,6,0,2,0.36,0.3636,0.93,0.1045,2,4,6
16812,08/12/12,winter,1,12,6,0,6,0,2,0.36,0.3636,0.93,0.1045,1,19,20
16813,08/12/12,winter,1,12,7,0,6,0,2,0.36,0.3636,1,0.0896,3,36,39
16814,08/12/12,winter,1,12,8,0,6,0,2,0.38,0.3939,0.94,0.0896,5,106,111
16815,08/12/12,winter,1,12,9,0,6,0,2,0.38,0.3939,0.94,0,17,153,170
16816,08/12/12,winter,1,12,10,0,6,0,2,0.4,0.4091,0.87,0.1343,43,244,287
16817,08/12/12,winter,1,12,11,0,6,0,2,0.4,0.4091,0.87,0.1045,63,341,404
16818,08/12/12,winter,1,12,12,0,6,0,2,0.4,0.4091,0.87,0.2239,122,364,486
16819,08/12/12,winter,1,12,13,0,6,0,2,0.4,0.4091,0.87,0.1642,148,399,547
16820,08/12/12,winter,1,12,14,0,6,0,2,0.4,0.4091,0.87,0.2836,164,378,542
16821,08/12/12,winter,1,12,15,0,6,0,1,0.42,0.4242,0.82,0.1642,167,374,541
16822,08/12/12,winter,1,12,16,0,6,0,1,0.42,0.4242,0.82,0.1642,139,368,507
16823,08/12/12,winter,1,12,17,0,6,0,1,0.38,0.3939,0.87,0.1343,77,268,345
16824,08/12/12,winter,1,12,18,0,6,0,1,0.4,0.4091,0.87,0.1045,40,264,304
16825,08/12/12,winter,1,12,19,0,6,0,1,0.4,0.4091,0.87,0,34,212,246
16826,08/12/12,winter,1,12,20,0,6,0,2,0.36,0.3788,1,0,20,162,182
16827,08/12/12,winter,1,12,21,0,6,0,2,0.36,0.3788,1,0,34,175,209
16828,08/12/12,winter,1,12,22,0,6,0,2,0.38,0.3939,0.94,0.1045,23,137,160
16829,08/12/12,winter,1,12,23,0,6,0,2,0.4,0.4091,0.94,0,18,144,162
16830,09/12/12,winter,1,12,0,0,0,0,2,0.4,0.4091,0.87,0.1343,15,103,118
16831,09/12/12,winter,1,12,1,0,0,0,2,0.4,0.4091,0.87,0.1045,17,85,102
16832,09/12/12,winter,1,12,2,0,0,0,2,0.4,0.4091,0.87,0.1045,8,70,78
16833,09/12/12,winter,1,12,3,0,0,0,2,0.4,0.4091,0.87,0.1045,14,34,48
16834,09/12/12,winter,1,12,4,0,0,0,2,0.4,0.4091,0.94,0.1045,1,11,12
16835,09/12/12,winter,1,12,5,0,0,0,2,0.4,0.4091,0.87,0.1045,0,8,8
16836,09/12/12,winter,1,12,6,0,0,0,3,0.4,0.4091,0.94,0.1045,0,6,6
16837,09/12/12,winter,1,12,7,0,0,0,3,0.4,0.4091,0.87,0.2239,1,22,23
16838,09/12/12,winter,1,12,8,0,0,0,3,0.4,0.4091,0.87,0.1642,1,68,69
16839,09/12/12,winter,1,12,9,0,0,0,2,0.4,0.4091,0.87,0.2537,9,94,103
16840,09/12/12,winter,1,12,10,0,0,0,2,0.4,0.4091,0.87,0.2836,39,180,219
16841,09/12/12,winter,1,12,11,0,0,0,2,0.4,0.4091,0.87,0.2985,40,210,250
16842,09/12/12,winter,1,12,12,0,0,0,2,0.4,0.4091,0.82,0.2985,60,255,315
16843,09/12/12,winter,1,12,13,0,0,0,2,0.38,0.3939,0.87,0.2836,65,220,285
16844,09/12/12,winter,1,12,14,0,0,0,2,0.38,0.3939,0.87,0.194,42,190,232
16845,09/12/12,winter,1,12,15,0,0,0,3,0.36,0.3485,0.93,0.1642,25,200,225
16846,09/12/12,winter,1,12,16,0,0,0,3,0.36,0.3485,0.93,0.1642,33,220,253
16847,09/12/12,winter,1,12,17,0,0,0,3,0.36,0.3485,0.93,0.1343,20,209,229
16848,09/12/12,winter,1,12,18,0,0,0,3,0.36,0.3636,0.93,0.0896,17,181,198
16849,09/12/12,winter,1,12,19,0,0,0,3,0.38,0.3939,0.94,0.0896,12,110,122
16850,09/12/12,winter,1,12,20,0,0,0,3,0.36,0.3636,1,0.0896,6,102,108
16851,09/12/12,winter,1,12,21,0,0,0,2,0.36,0.3636,1,0.1045,10,86,96
16852,09/12/12,winter,1,12,22,0,0,0,3,0.36,0.3636,0.93,0.1045,3,75,78
16853,09/12/12,winter,1,12,23,0,0,0,3,0.36,0.3636,1,0.0896,3,48,51
16854,10/12/12,winter,1,12,0,0,1,1,3,0.36,0.3636,1,0.0896,0,20,20
16855,10/12/12,winter,1,12,1,0,1,1,2,0.36,0.3788,1,0,0,4,4
16856,10/12/12,winter,1,12,2,0,1,1,2,0.38,0.3939,0.94,0.1045,2,3,5
16857,10/12/12,winter,1,12,3,0,1,1,2,0.38,0.3939,0.94,0.1045,0,4,4
16858,10/12/12,winter,1,12,4,0,1,1,2,0.38,0.3939,0.94,0.1045,3,9,12
16859,10/12/12,winter,1,12,5,0,1,1,2,0.38,0.3939,0.94,0.1045,0,27,27
16860,10/12/12,winter,1,12,6,0,1,1,2,0.38,0.3939,0.94,0.1642,2,121,123
16861,10/12/12,winter,1,12,7,0,1,1,2,0.38,0.3939,0.94,0.2537,3,291,294
16862,10/12/12,winter,1,12,8,0,1,1,2,0.42,0.4242,1,0.2537,9,575,584
16863,10/12/12,winter,1,12,9,0,1,1,2,0.42,0.4242,1,0.2239,11,273,284
16864,10/12/12,winter,1,12,10,0,1,1,2,0.44,0.4394,0.94,0.2239,12,121,133
16865,10/12/12,winter,1,12,11,0,1,1,3,0.46,0.4545,0.94,0.2239,8,126,134
16866,10/12/12,winter,1,12,12,0,1,1,3,0.44,0.4394,1,0.2239,23,150,173
16867,10/12/12,winter,1,12,13,0,1,1,3,0.44,0.4394,1,0.2239,30,190,220
16868,10/12/12,winter,1,12,14,0,1,1,2,0.5,0.4848,0.94,0.2239,31,179,210
16869,10/12/12,winter,1,12,15,0,1,1,2,0.5,0.4848,0.87,0.1642,29,207,236
16870,10/12/12,winter,1,12,16,0,1,1,2,0.5,0.4848,0.88,0.1045,37,308,345
16871,10/12/12,winter,1,12,17,0,1,1,2,0.48,0.4697,0.82,0.2836,38,578,616
16872,10/12/12,winter,1,12,18,0,1,1,2,0.46,0.4545,0.88,0.2836,20,544,564
16873,10/12/12,winter,1,12,19,0,1,1,1,0.52,0.5,0.77,0.2836,18,409,427
16874,10/12/12,winter,1,12,20,0,1,1,1,0.46,0.4545,0.88,0.2537,13,287,300
16875,10/12/12,winter,1,12,21,0,1,1,2,0.46,0.4545,0.94,0.194,21,224,245
16876,10/12/12,winter,1,12,22,0,1,1,2,0.5,0.4848,0.82,0.2239,11,115,126
16877,10/12/12,winter,1,12,23,0,1,1,1,0.46,0.4545,0.88,0.2537,8,76,84
16878,11/12/12,winter,1,12,0,0,2,1,3,0.46,0.4545,0.77,0.4627,2,29,31
16879,11/12/12,winter,1,12,1,0,2,1,1,0.42,0.4242,0.71,0.4478,1,7,8
16880,11/12/12,winter,1,12,2,0,2,1,2,0.4,0.4091,0.66,0.3284,0,1,1
16881,11/12/12,winter,1,12,3,0,2,1,3,0.36,0.3333,0.76,0.2836,0,3,3
16882,11/12/12,winter,1,12,4,0,2,1,2,0.34,0.3182,0.76,0.2836,0,8,8
16883,11/12/12,winter,1,12,5,0,2,1,3,0.34,0.303,0.71,0.3284,1,40,41
16884,11/12/12,winter,1,12,6,0,2,1,2,0.34,0.303,0.71,0.2985,0,118,118
16885,11/12/12,winter,1,12,7,0,2,1,1,0.34,0.303,0.66,0.4179,8,372,380
16886,11/12/12,winter,1,12,8,0,2,1,2,0.34,0.303,0.61,0.2985,16,708,724
